source_index,Company Name,Rating,raw_review_text,Nhãn thật,Baseline,Threshold 0.30,P(Negative),Cặp nhầm,Nhóm tín hiệu,Độ chắc chắn lỗi
3791,Hitachi Digital Services,3,"CTY phù hợp với những bạn mới ra trường . HR đảm bảo quyền lợi cho NV, BH full lương, có BH cho người thân khi làm >5 năm . Tăng lương cho những nhân viên lâu năm. Chênh lệch lương lớn giữa NV mới và cũ với cùng trình độ.
OT được lương nếu KH đồng ý. Nếu không bạn phải tự OT không công.",Neutral,Negative,Negative,0.7383287694866189,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.7383287694866189
4598,KMS Technology,3,"Lời khuyên cho deal lương đầu vào . - Hầu như cái gì cũng tốt, và tốt hơn so với mặt bằng những công ty khác, chỉ trừ 2 thứ sẽ nói trong phần ko thích . - Khối lượng công việc khá nhiều, outsource cho những client đã nhẵn mặt nên cái gì client cũng đòi.
- Chia sẽ với mọi người kinh nghiệm của mình: Mình có 3.5 năm kinh nghiệm, và vào cty dạng junior QA, mức lương offer con số gần như bằng công ty cũ nhưng mình vẫn qua vì muốn làm trong môi trường chuyên nghiệp hơn dù công ty cũ đã redeal và promote mình lên senior. Và suốt nhiều đợt review lương dù rating mình loại good (3.8/4.0) nhưng mức tăng cực thấp. Đã nói chuyện nhiều với manager nhưng hầu như ko đạt đc điều gì, nói thêm là mình làm rất nhiều từ khi vào cty, trung bình 1 ngày phải 11 tiếng, đôi khi ôm laptop làm xuyên đêm. Mọi chuyện bùng phát khi mình lượn vòng vòng (máy đặt gần nhau nên dễ lộ lương khi có người đi qua liếc đc)và thấy nhiều người rating và lương tăng hệt mình đôi khi còn cao hơn dù họ làm quality chả có bao nhiêu trong khi họ là những senior QA tuyển ở ngoài vào, có người lương đã gần 1000$ nhưng tăng = mình dù trong công việc, mình nói gì, họ nghe râm rấp, ngày làm ko biết đc 7 tiếng ko nữa, toàn đi chơi và tám. Bức xúc mình pv qua cty khác và đc mức offer senior và cao hơn ở đây 50% dù director có hứa hẹn đủ thứ. Nên tổng kết kinh nghiệm cho những người muốn vào:
* Mức Junior: ko nên vào kms, vì vào khả năng thăng tiến, lương bỗng tăng rất chậm (có người vào dạng junior mà cống hiến 5 năm chưa lên nổi senior, có người có 2 năm kn ở ngoài vào pv thì đc offer senior LOL). nếu muốn vào thì deal lương cao vào để khuây khỏa mà làm.
* Mức senior: nên vào kms, vào làm ít làm nhiều cũng tăng lương như nhau, cứ thế mà an hưởng dù biết mình làm còn thua 1 junior trong đó. Ai có tinh thần trách nhiệm thì cứ cống hiến thôi
OT ko trả lương chỉ trả tiền ăn tối/trưa (đôi khi còn bị xù), OT khá nhiều",Neutral,Negative,Negative,0.671646183867901,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.671646183867901
2440,FPT Software,3,"Phù hợp cho SV mới ra trường, lương cho NV ít kinh nghiệm thấp . Học được nhiều công nghệ mới. Phù hợp cho các bạn SV mới ra trường
OT không nhiều và thời gian làm việc thoải mái nên nếu OT thì sáng mai đi làm trễ một chút cũng không sao . Quy trình làm việc rườm ra (có thể do quy mô cty quá lớn). Một số manager không tốt chèn ép member.",Neutral,Negative,Negative,0.6678404031545186,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.6678404031545186
5329,NashTech,3,"Đội ngũ PM yếu kém và bao che khuyết điểm cho nhau . Có chế độ sức khoẻ cho bản thân và người thân, work-life balance OK.
Ít OT và đôi khi có lương, nhưng tuỳ thuộc vào khả năng đàm phán của PM . Quản lý yếu, dột từ nóc. Những thứ quản lý cần làm được thì không làm, đẩy xuống cho anh em ở dưới, anh em làm được thì công của quản lý vì ""biết trao quyền"", không làm được thì do anh em không đạt KPI.
Điển hình có những PM đòi member xịn, không xịn thì mách lẻo, mách lẻo không được thì dỗi, trong khi vai trò PM là team builder thì không làm được.
Lương của NT thấp hơn nhiều so với mặt bằng chung, khi tình hình khó khăn thay vì tìm cách để xử lý thì lại đi gas lighting member là thiếu kỹ năng này kỹ năng nọ để tìm cách dìm lương.
KPI không rõ ràng, thấy mấy anh chị LM feedback liên tục qua nhiều năm mà khả năng set KPI của PM chỉ tương đương bài văn tả cảnh của học sinh cấp 2: không có số liệu cụ thể, dùng toàn từ ngữ chung chung, đôi khi không rõ họ lên chức PM bằng cách nào.
HR càng ngày càng quá đáng, hết phải đóng thêm quỹ mới có quà, quà thì toàn thứ vớ vẩn không có ý nghĩa gì, mua cho có. Khi feedback thì HRM đổ tội cho member là kêu nhiều quá.
Là nasher gạo cội (>7 năm làm việc), tôi thấy đội ngũ PM, HRM, RMO càng ngày càng yếu từ 2 năm đổ lại đây.",Neutral,Negative,Negative,0.6589390757859108,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.6589390757859108
543,Capgemini Vietnam,3,"Đồng nghiệp không thân thiện. . CAPGEMINI là một trong số ít các công ty IT quy định về đồng phục. Tác phong tập đoàn chuyên nghiệp.
Không có OT. Công việc ít áp lực. Mỗi người tự quản lí việc của mình. . Các sếp không thân thiện :(.
Người mới không được chào đón, mà nếu có cũng hời hợt, không có động lực đi làm. Tình trạng này chắc là công ty nào cũng có nhưng trong CAP thì cảm thấy rất khó chịu đó là: mâu thuẫn người cũ - người mới, vì trong này toàn mấy cô bác lớn tuổi nên vào là toàn phải nghe lời thôi, nhiều khi thấy không hợp lí cũng không nói lại được :(, people matter đâu không thấy. Hơn nữa là chuyện đánh giá theo performance hơi sơ sài, không có phân tích cụ thể ưu, khuyết điểm. Chỉ nói có 1 câu là xong nên hơi chán. Sau đợt đánh giá không biết mình đã làm được gì hay cần phải làm gì. Mất động lực nên nhiều người xin nghỉ và cho nghỉ, lí do không rõ ràng.",Neutral,Negative,Negative,0.6056849776944264,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.6056849776944264
545,Capgemini Vietnam,3,"Phù hợp cho sinh viên thực tập . phù hợp cho sinh viên mới ra trường, dự án chủ yếu bên insurance
Hài lòng với OT . Từ cuối năm 2016 tới nay, công ty có nhiều thay đổi. Không khí ngột ngạt, tình trạng người cũ, người mới xuất hiện, gây ra nhiều mâu thuẫn, xung đột không đáng có. Sự ra đi của hàng loạt những người có tinh thần cầu tiến, tay nghề cứng, bất ngờ có cả lãnh đạo cấp cao, vốn là 1 người rất thấu hiểu và lắng nghe nhân viên làm cho mảng này của công ty bị bị ảnh hưởng không ít. Quá trình trainning vẫn không có lộ trình rõ ràng và cảm thấy không chuyên nghiệp, hiệu quả. Lương tuy tăng, nhưng so với các cty IT khác vẫn thấp, đơn giản vì công việc trong đây ko áp lực nhiều và không có thách thức.",Neutral,Negative,Negative,0.538398050364585,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.538398050364585
7163,SmartOSC,3,"Môi trường cởi mở . Môi trường cởi mở
Có câu lạc bộ sách
Phù hợp cho người có con nhỏ vì thời gian thoải mái. . Lương thấp
Tăng lương chậm
Không giữ được người giỏi
OT mà không được trả lương OT
Chính sách là có nhưng toàn OT đến 8-9h và PM không log work",Neutral,Negative,Negative,0.4928997206911131,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.4928997206911131
5208,M_Service (MoMo),3,"Công ty khá gò bó . - Giờ giấc tương đối thoải mái (yêu cầu đủ 8 tiếng/ngày, không cứng nhắt giờ vào ra)
- Đồng nghiệp tốt, làm việc chung khá thoải mái, sếp trẻ
- Văn phòng đẹp, cơm trưa miễn phí. . - OT không lương
- Quy trình không rõ ràng. Khi làm thì nói quy trình không quan trọng, khi phạt thì nói do sai quy trình!
- Lương khởi điểm khá tốt nhưng tăng rất chậm hoặc không tăng lương.
- Bảo hiểm sức khỏe chỉ được cấp sau khi làm đủ 18 tháng
- Không chấp nhận bug, nếu phát hiện bug nhân viên tự bỏ tiền bồi thường.
- Nhân viên trả phí chuyển khoản khi công ty chuyển tiền lương (chưa từng thấy công ty nào như này).
OT không lương, nhưng bắt buộc phải OT nếu công ty cần.",Neutral,Negative,Negative,0.4835958011684045,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.4835958011684045
4570,KMS Technology,3,"Công ty outsource Mỹ . Văn phòng đẹp, mới, chuyên nghiệp.
Có du lịch và team building
Có cơ hội đi Mỹ cho mấy ông senior . Nhóm PM có một số người rât tốt, Còn lại yếu khâu deal với khách hàng.
Deal không được thì quay lại bắt team OT là sao?
Dev đi làm, chuyện OT không có gì quá ghê gớm. Mà OT vì lý do quản lý kém thì thôi làm chi nữa
Tết PM không deal được với khách Mỹ, về quê cũng phải đem máy theo.",Neutral,Negative,Negative,0.4802943783653858,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.4802943783653858
972,ELCA,3,"tạm ổn, phù hợp với người trẻ . Tôi thấy mọi thứ tạm ổn. Phù hợp với các bạn trẻ.
không có gì quá không hài lòng, mọi thứ vừa đủ chấp nhận được . Cải thiện quy trình phỏng vấn và ra offer . Tạo điều kiện cho nhân sự trẻ phát triển",Neutral,Negative,Negative,0.47732029199885695,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.47732029199885695
7449,"Toshiba Software Development (Viet Nam) Co, Ltd",3,"Pho hợp cho sinh viên mới ra trường . Lương khá ổn cho sinh viên mới ra trường.
Đồng nghiệp thân thiện, dễ chịu. . Process cũ, không áp dụng rộng rãi.
Không bắt kịp với quy trình phát triển phần mềm của các công ty khác.
Không có chế độ cho giờ làm thêm (Thực ra là có nhưng không trực tiếp vào lương và phải xin giấy phức tạp)",Neutral,Negative,Negative,0.46942883833394944,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.46942883833394944
3135,FPT Software,3,"Cần cải thiện nhiều . Môi Trường vui vẻ, nhiều hoạt động ngoại khóa. và nhiều thứ khác . OT nhiều không có lương. phải làm 2 năm mới có lương OT",Neutral,Negative,Negative,0.44055037041473805,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.44055037041473805
8132,VNG Corporation,3,"Môi trường rất năng động tuy nhiên đối đãi không tốt với nhân viên . Văn hóa công ty rất năng động, thoải mái. Mình làm team ZaloPay thì thời gian làm việc khá linh động có thể đi trễ mà không sao. . Các team khác mình không biết sao chứ team ZaloPay thì có vấn đề như thế này. Đối đãi với các fresher lên chính thức rất bạc bẽo, ép không cho deal lương và hứa hẹn này nọ.
OT không lương và vịn vào lý do trễ deadline yêu cầu OT 1 cách tự nguyện",Neutral,Negative,Negative,0.4308850726965044,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.4308850726965044
8163,VNG Corporation,3,"Not really good management . VP đẹp, nhiều thử thách, bonus tốt, sản phẩm có nhiều đất để thể hiện . Yếu tố chính trị quá nhiều, đội ngũ lead team giỏi tech nhưng kém về quản trị. Team management già nhiều khiến sản phẩm không thể trẻ trung được.",Neutral,Negative,Negative,0.41809688248862464,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.41809688248862464
2898,FPT Software,3,"Tốt cho sinh viên mới ra trường . ANh em đoàn kết, quy trình chuẩn, tốt cho sinh viên mới ra trường . OT triền miên, chỉ tính 50% OT, lương thưởng k có nhiều. Fcoin có tiêng mà không có miếng
Không được tính OT, có tính thì cũng chỉ 50%. Tất cả đều phải OT",Neutral,Neutral,Negative,0.4082768058850817,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.4082768058850817
3796,Hitachi Digital Services,3,"Cty khá cho các bạn mới ra trường . trả lương đúng hạn, không nợ lương, công việc khá nhàn
không có OT. nếu có cũng được trả lương........................ . benefit thấp, lương thấp, thời gian không flexible, máy móc cũ.",Neutral,Neutral,Negative,0.38567399550041775,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.38567399550041775
5427,NashTech,3,"Công ty tầm trung . Văn phòng ETOWN đẹp
HR làm việc chuyên nghiệp, quan tâm tới nhân viên
Dù không có dự án để làm và phải ngồi bench nhưng công ty vẫn trả lương đầy đủ
Nhiều dự án .NET nên rất phù hợp cho ai có nhu cầu.
Có dự án ngon, dự án tệ, cái này tùy thuộc vào manager/leader và client nữa nên không đánh giá cụ thể được. (Bản thân cũng làm qua 1 dự án tốt và 1 dự án OT liên miên)
Có OT nhưng không quá nhiều nên cảm thấy hài lòng. . Quy trình làm việc của công ty còn cồng kềnh rườm rà, cần phải cải thiện
Rất ít dự án Java và dự án Java không được ""ngon"" cho lắm nên bạn nào làm Java nên cân nhắc thật kĩ vì nếu không sẽ phải ngồi bench một thời gian dài.
Benefit chỉ ở mức trung bình, lên lương chậm, quy trình đánh giá nhân viên hằng năm còn cảm tính, thiếu chuyên nghiệp.",Neutral,Neutral,Negative,0.3852006918251145,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.3852006918251145
2544,FPT Software,3,"Tốt cho người mới ra trường, không tốt cho người có kinh nghiệm . Nhiều quán cafe và đồ ăn, có phòng Gym, có sân bóng . Công ty xử lý mấy vụ process chậm, mỗi lần request y như là phải van xin.
Lương lậu không công khai nhưng chắc là ai cũng biết là thấp so với thị trường.
Tỉ lệ fresher + Junior cao (chắc cũng 80~90%) trên 1 project, nên vào thì xác định là gánh team.
OT không trả, muốn trả phải qua quy trình phức tạp",Neutral,Neutral,Negative,0.3807104014438915,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.3807104014438915
1210,F88,3,"Ổn kinh nghiệm - nhưng không lương . Thoải mái, ổn áp, quy trình cho intern có kiến thức tốt
Nên vô nếu còn đang năm 3 để tiếp thu knowledge, vì khi này chưa vướng bận gì về thu nhập . Lương = 0 nếu intern, nên đi làm với mindset học hỏi",Neutral,Neutral,Negative,0.37475011932698454,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.37475011932698454
5210,M_Service (MoMo),3,"Môi trường học hỏi, làm việc, cày cuốc cả công việc lẫn vui chơi ! . - Đồng nghiệp cực kì thân thiện, sẵn sàng giúp đỡ nhau, chia sẻ kinh nghiệm...
- Bữa trưa ăn tại nhà hàng tầng trên, gần, no và vui vẻ tăng tính đoàn kết cho mọi người.
- Task không bao giờ hết liên tục được học hỏi, có thể học tập được thói quen vừa code vừa support phòng ban khác. . - Làm việc sáng thứ 7 và gần như hết ngày thứ 7.
- Lương tăng chậm, ngày lễ không có thưởng, lương có thể bị trừ nếu gây ra bug ảnh hưởng người dùng và hệ thống.
- Task có thể được thay đổi deadline bất chợt.",Neutral,Neutral,Negative,0.3710506694546732,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.3710506694546732
1619,FPT Software,3,"Không recommend cho bạn nào đã có kinh nghiệm. Nhưng với các bạn Fresher thì nên . - Môi trường trẻ, thân thiện
- Các anh chị khá nhiệt tình, hỏi gì cũng chỉ
- Được cho đi dự án để học hỏi dần. . Lương thấp, review tăng lương chậm và thấp.Mình ra ngoài làm lương tăng cao hơn nhiều
Khó phát triển bản thân.Ở đây muốn lên cao được phải đấu đá rồi quan hệ.
Làm OT nhiều nhất là dự án với Nhật.Ngủ qua đêm ở Hòa lạc đúng là cực hình",Neutral,Neutral,Negative,0.3709904344295601,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.3709904344295601
5492,NashTech,3,"Công ty tạm được . Không có gì để thích
- Lương: trung bình thấp
- Môi trường: tuỳ team, tuỳ line manager
- Cơ hội phát triển: gần như không, chả ai quan tâm bạn có năng lực gì để giúp bạn phát triển, chỉ có bắt è cổ ra code . - PM không biết planning và deal với khách hàng, dẫn đến team OT dai dẳng cả năm.
- Checkpoint và review cuối năm làm cho có
OT không trả lương, phải căng sức ra làm để meet deadline, PM không biết deal với khách hàng",Neutral,Neutral,Negative,0.36818099472068017,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.36818099472068017
533,Capgemini Vietnam,3,"Công ty đang trong thời kì thay đổi, không ổn định. . Văn phòng đẹp và rộng, sạch sẽ. Cơ sở vật chất tốt. Lương cho người mới hấp dẫn. . - Công ty đang thay máu nên, lương người cũ, có kinh nghiệm thấp hơn người mới. Rất nhiều anh em nản xin nghỉ.
- Những người ở lại xin lên lương bị làm khó, cù cư kéo dài, nhiều sếp nói chuyện không thực tế, không đúng hoặc thổi phồng sự thật gây bức xúc.
=> Cảm giác như làm trong đây được 1 hay 2 năm là đi thôi, làm mãi mà không lên lương thì cũng chán lắm, có vẻ công ty không đánh giá cao sự trung thành và tâm huyết. Được cái lúc đầu vào thì lương cao thôi.
- ONSITE thì chỉ có phụ cấp, vẫn phải ăn lương công ty, phần lớn tự túc nên tính ra cũng không nhiều. Không được như kì vọng
- Lương tháng 13 KHÔNG PHẢI là phần thưởng cả năm làm việc của bạn, mà là phần thưởng khuyến khích bạn làm tiếp. Thế nên bạn nào kí hđ 1 năm thì nên lưu ý việc này.
Không OT, nhưng việc nhiều, làm tới khuya, không có hỗ trợ.",Neutral,Negative,Negative,0.3662479344704375,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.3662479344704375
2624,FPT Software,3,"Bình thường . Không khí trẻ, có nhiều dự án, process về cơ sở vật chất và hr tốt
OT có thưởng nghỉ bù và bù tiền . Chế độ lương thưởng còn nhiều vấn đề, không rõ ràng",Neutral,Neutral,Negative,0.36405402748889115,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.36405402748889115
7904,Vitalify Asia,3,"Không gian đẹp - Nhưng không phải là môi trường IT chuyên nghiệp . - Không gian kết nối cả trong nhà lẫn ngoài trời (villa từ thời Pháp thuộc) nên không bị bí.
- Môi trường nam nữ cũng 6-4 nên âm dương hài hoà.
- Mỗi nhân viên đều đc cấp 1 Mac air/pro
- Nếu bạn tay ngang vô IT + biết tiếng Nhật thì đây là đúng chỗ rồi . - BrSE đa phần không biết kỹ thuật --> không nắm vấn đề ở đâu để hỏi cho đúng nên nhiều khi dev cũng làm trong vô vọng. Đang làm mà khách thay req (1 chỗ 1 xíu) là chuyện thường --> OT mặn mà thôi rồi, đặc biệt là các dự án khi mới khởi tạo hoặc outsource mà estimate thời gian hoang đường.
- Nếu bạn là dev mà thích phát triển skill tung hoành giang hồ thì các công ty Nhật không phải là sự lựa chọn hợp lý.
Vì BrSE không có base IT + khách Nhật quá kỹ các tiểu tiết.",Neutral,Neutral,Negative,0.36132767839398167,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.36132767839398167
5774,New Ocean IS,3,"Khởi đầu cho các bạn sv mới ra trường . Văn phòng mới thoải mái, rộng rãi, thời gian làm việc thoải mái, đa phần là các bạn trẻ vui vẻ, thân thiện, nhiều công nghệ mới cho các bạn mới ra trường học hỏi, nâng cao kinh nghiệm. . Nhiều bạn trẻ nên cũng phức tạp nhiều vấn đề, có team thì leader quan tâm member, team thì leader không, giám đốc không biết giữ người giỏi, chỉ quan tâm leader, còn member thì tùy.
OT có team đc tính lương có team OT là mặc định và...không bao giờ có lương dù có log lên cho leader",Neutral,Neutral,Negative,0.33220803547391586,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.33220803547391586
5905,One Mount Group,3,"Nơi khởi đầu tốt nhưng là nơi ra đi nhanh . Văn phòng đẹp, tiện, công nghệ cao trong việc quản lý nội bộ. Việc thì học đc nhiều, dùng công nghệ tiên tiến nhất . - Tăng, thưởng, review lương. Làm ở đây 2 năm thì ko lần nào reveiw giống lần nào. Mối lần lại 1 cách review khác
- Sếp rất khó gần, BLD thì ko baoh nghe nhân viên đâu
- Làm thứ 7
- Trong OneMount Group có 3,5 công ty con: OMC (OneMount Consumers - đây là app VinId), OMD (OneMount Distributions - đây là VinShop), OMRE (OneMount Real Estate - đây là OneHousing). Hiện tại vì Techcombank đã mua lại 100% OM thì bạn có thể tự tưởng tượng đc nguồn tiền đang đi vào đâu. Nếu ko may bạn nằm trong biên chế của 2 cái cty con còn lại thì hơi xui rồi. Lương thưởng cuối năm đi theo KPI của từng biên chế chứ ko phải của tổng đâu nha.
- Con đương phát triển từ Jr Dev lên Senior là quãng đường xa với lộ chình phát triển hầu như là ko có đâu. Vào làm từ Fresher thì cố làm cố chịu code 1 sprint 13-15 points rồi nhảy việc để lên Middle-Senior
- Mình là dev mà mình code bục mặt lên 1 feature xong chỉ để thấy tính năng của mình bị quay xe và ko cần nữa/ đập đi làm lại vì thay đổi business (các ace lâu năm trong cty auto hiểu văn hoá quay xe của OM)
- Lương cao với Senior -> Management, nhưng các bạn Jr thì rất rất thiệt
OT nhiều thì vỡ mồm, 1 sprint dev code đến full cả sprint, OT thì nhiều lúc cứ vì kéo vào sprint mà để ra thêm features",Neutral,Neutral,Negative,0.31843789505039266,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.31843789505039266
3133,FPT Software,3,"Môi trường rộng rãi, có nhiều girl xinh . Môi trường rộng rãi, cơ sở vật chất ổn, con người thân thiện cởi mở
Nói không với OT, vì rất ko tốt cho sức khỏe.................................................... . Chi phu hop vs SV moi ra truong.
Khong nhu nhung gi PR qua da
Khong nhu nhung gi PR, cong ty lam viec manh mung, Chi phu hop vs SV moi ra truong.",Neutral,Neutral,Negative,0.3111063300444195,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.3111063300444195
6351,Pixelz,3,"Sếp hơi chán . VP đẹp, có đồ ăn vặt, lương cơ bản không tệ nhưng cũng khó lên lương . Chính sách chán, sếp chán, không thật sự quan tâm đến nhân viên
không có chính sách khuyến khích OT làm việc bằng tâm",Neutral,Neutral,Negative,0.3078209140503722,Neutral → Negative,Phủ định hoặc sắc thái đảo chiều,0.3078209140503722
4736,LG CNS Việt Nam,3,"Working environment is very good!! . Công ty có trang thiết bị cho nhân viên xịn xò, vừa bước vào nhận chỗ đã được nhận màn hình 35 inch xịn xò, laptop gram đắt tiền + performance tốt. Đồng nghiệp thân thiện, support lẫn nhau những lúc khó khăn. Thời gian làm việc thoải mái linh hoạt, môi trường mở làm việc với người nước ngoài, có cơ hội phát triển khả năng ngoại ngữ. Công ty luôn mua đồ ăn cho nhân viên để tiếp sức những lúc mệt mỏi. Đặc biệt hàng tháng sẽ có nhữung sự kiện để nâng cao tinh thần làm việc cho anh em như Developers' Day.... Đặc biệt là không phải OT, mang việc về nhà, giúp bản thân cân bằng được cuộc sống và công việc.
we are paid overtime following Vietnam labor policy . N/A
Company is very good and there's none of suggestion for improvement",Neutral,Positive,Positive,0.0016838604415734019,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9983161395584266
127,"AZPLAYS Co., LTD",3,"Công ty ổn áp, chỉ làm xa nhà chứ mọi phúc lợi đều tốt . Công ty luôn cấp phát trái cây bánh kẹo tuần 2 lần, đồ ăn tủ lạnh lúc nào cũng full ko lo đói
Nếu vào mùa nhiều dự án mới phải OT, nhưng thời gian OT ít, lương x2, x3 tùy giờ nên cũng xứng đáng . Nếu công ty mở lại chi nhánh ở HCM thì tốt gần nhà hơn, nhưng mức lương khi làm xa thì lại cao hơn",Neutral,Positive,Positive,0.002407267004841464,Neutral → Positive,Khen và chê trong cùng review,0.9975927329951585
7546,Trusting Social,3,"Đánh giá công ty Trusting Social . Môi trường làm việc thoải mái , có thể đưa ra ý kiến cá nhân một cách linh hoạt và chủ động.
Cấp lãnh đạo rất giỏi , gần gũi và luôn lắng nghe chia sẽ từ phía cấp dưới / nhân viên.
Công ty có phục vụ cơm trưa và ở khu vực phòng ăn luôn có nước ( sữa , cafe ,.. ) các loại bánh ngọt , trái cây được refill mỗi ngày, đây cũng là một ưu điểm rất đáng lưu ý.
Công ty chưa có chính sách cụ thể và chi tiết về vấn đề làm thêm giờ. . Cần có chính sách chi tiết và cụ thể khi làm thêm giờ.
Thêm nhiều hoạt động trải nghiệm / dã ngoại để thêm gần gũi và gắn kết các đội / các đơn vị với nhau.",Neutral,Positive,Positive,0.0025185455568724315,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9974814544431275
8121,VNG Corporation,3,"Môi trường năng động . Phòng tập gym, hoạt động thể dục thể thao, môi trường đa dạng ngành nghề
Tuy thuộc theo nhu cầu công việc, đôi khi phải OT liên tục để release, nhưng đôi khi rất nhàn, có time để research . Phụ thuộc theo product, chính sách khác nhau giữa các product",Neutral,Positive,Positive,0.002589386961282126,Neutral → Positive,Khen và chê trong cùng review,0.9974106130387179
5294,NAL Việt Nam,3,"Môi trường công ty thoải mái . Môi trường thoải mái, thúc đẩy học tập.
Gần như không OT
Được làm việc trong môi trường tự chủ. Các team tự quản. thoải mái phát triển.
Công ty hầu như không OT. Nếu có thì một năm chỉ OT vài buổi. . Mức lương thấp. Dù môi trường tốt nhưng lương thấp thì cũng không ăn thua. Anh em khó mà gắn bó lâu dài",Neutral,Positive,Positive,0.002819847665552004,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.997180152334448
5169,M_Service (MoMo),3,"Good company . good environment, nice office, nice colleagues, good location
I'm ok with overtime policy, nothing much to say about it . nothing much to recommend, maybe better team activities",Neutral,Positive,Positive,0.003170726070340816,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.9968292739296591
2744,FPT Software,3,"Công ty có tổ chức và quy mô lớn. . - Đồng nghiệp vui vẻ và hòa nhã. Môi trường làm việc trẻ và phân chia bộ phận nghiệp vụ rõ ràng. Tùy quy mô của dự án thì mỗi người có một việc và ít xích mích nếu là dự án lớn. Dự án nhỏ thì một người có thể phải đảm nhiệm nhiệm vụ khác.
- Happy hour đồ ăn thoải mái và tổ chức các event mỗi cuối tuần
Được thưởng lương tùy theo thời gian OT đã đăng kí. . Cơ hội phát triển chưa cao như mong muốn.
Lương hơi thấp so với mặt bằng chung.",Neutral,Positive,Positive,0.0031831493544526132,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9968168506455474
6379,PIXTA Vietnam,3,"Great training . Good environment to develop to go to next level especially in development.
You have chance to work in an international company with many professionals. . Need to open more event for employees to show their characters.
Because the branch in Vietnam is new, so need to build and standardize rules.",Neutral,Positive,Positive,0.003935890896457501,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.9960641091035425
202,Bosch Global Software Technologies Company Limited,3,"Good place for work . The senior developers are friendly and willing to help out the juniors and freshers whenever they can even though they are fully loaded themselves.
Overtime is optional in most cases and compensated fairly, with good work-life balance support. . The company internal teams and cross-nation teams can be benefit when making clear nad honest of the headcount on a project to avoid overload developers, especially freshers.",Neutral,Positive,Positive,0.004132077867901176,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.9958679221320988
1712,FPT Software,3,"Môi trường làm việc tốt . Team mình làm khá thân thiện, được cấp macbook pro, cơ hội học tập cao, happy tour mỗi tuần.
Mình chưa có cơ hội OT nên không thể đánh giá được . Vì mình mới vào công ty, nên chưa thấy quá nhiều điều cần cải thiện.",Neutral,Positive,Positive,0.004166038771577545,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9958339612284225
3366,GemCommerce,3,"công ty tốt cho anh em designer . - Lương thưởng hạng top trong các công ty IT với các vị trí senior UI designer
- Văn hóa open, empathize: sếp sai thì sếp nhân lỗi, mọi người chia sẻ vì mục tiêu chung chứ không vì cá nhân
- Học hỏi đc nhiều kiến thức chuyên sâu về UI: làm theme web cho đối tác global nên có những research UI về insight, trend UI rất hay, nếu chịu khó học hỏi thì nâng cấp trình độ nhanh
- Môi trường thoải mái, đồng nghiệp trẻ, ăn chơi có hội, khá vui và thân thiện
- Thời gian làm việc thoải mái, có 12 ngày remote working, ít OT nên có thời gian làm thêm freeland
Ít phải OT, cá nhân tự sắp xếp cv để đạt tiến độ, nếu OT thì chính sách trả lương rõ ràng minh bạch . - Văn phòng chật và ko có pantry riêng
- Quy trình làm việc cần cải thiện hơn",Neutral,Positive,Positive,0.0045840309941408185,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9954159690058592
